datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 18:08:26.589144,0x43590ff4,101,4.233,7.5049996,2.0693889,,,5,5
2024-12-17 18:08:26.595094,0x336918e8,101,4.231,6.383333,2.043,6.25,-25,5,5
2024-12-17 18:08:39.021147,0x43590ff4,101,4.204,6.6833334,2.0287502,,,,5
2024-12-17 18:09:38.866184,0x43590ff4,99,4.18,6.863333,2.0232222,,,,5
2024-12-17 18:10:38.907282,0x43590ff4,101,4.241,7.958333,2.0353334,,,,5
2024-12-17 18:10:54.860739,0x433aca0c,76,3.959,10.211667,1.9154999,6.25,-6,3,3
2024-12-17 18:11:38.948102,0x43590ff4,101,4.236,8.111667,2.066139,,,,5
2024-12-17 18:12:24.245655,0x433b0b38,97,4.155,7.383333,2.5990555,6.5,-19,5,5
2024-12-17 18:12:39.153313,0x43590ff4,101,4.237,6.383333,2.0784724,,,,5
2024-12-17 18:13:39.029196,0x43590ff4,101,4.226,4.44,2.0476668,,,,5
2024-12-17 18:14:39.112717,0x43590ff4,101,4.235,6.1099997,2.071889,,,,5
2024-12-17 18:15:39.308212,0x43590ff4,101,4.204,6.6566668,2.1269166,,,,5
2024-12-17 18:16:39.151139,0x43590ff4,101,4.213,7.4100003,2.1269166,,,,5
2024-12-17 18:17:39.359527,0x43590ff4,101,4.242,6.6566668,2.1168332,,,,5
2024-12-17 18:18:24.123936,0x433b0b38,99,4.182,6.6833334,2.5951943,6.0,-19,5,5
2024-12-17 18:18:39.305383,0x43590ff4,101,4.21,7.5316668,2.1234167,,,,5
2024-12-17 18:19:39.343322,0x43590ff4,101,4.202,7.231667,2.1279445,,,,5
2024-12-17 18:20:39.486355,0x43590ff4,101,4.214,5.535,2.1446111,,,,5
2024-12-17 18:21:39.481505,0x43590ff4,101,4.227,5.535,2.1138055,,,,5
2024-12-17 18:22:39.532512,0x43590ff4,101,4.22,5.5616665,2.107222,,,,5
