2024-12-16 20:33:35.365840,0x43590ff4,101,4.245,,0.031055557,,5,,
2024-12-16 20:34:35.204760,0x43590ff4,101,4.248,,0.031055557,,5,,
2024-12-16 20:35:35.386836,0x43590ff4,101,4.227,,0.015527778,,5,,5
2024-12-16 20:36:35.525827,0x43590ff4,101,4.206,,0.031055557,,5,,
2024-12-16 20:37:35.582826,0x43590ff4,101,4.205,,0.031055557,,5,,
2024-12-16 20:38:35.640739,0x43590ff4,101,4.209,,0.031055557,,5,,
2024-12-16 20:39:35.705011,0x43590ff4,101,4.242,,0.031055557,,5,,
2024-12-16 20:40:35.755760,0x43590ff4,101,4.216,,0.031055557,,5,,
2024-12-16 20:41:35.803670,0x43590ff4,99,4.185,,0.031055557,,5,,
2024-12-16 20:42:35.662870,0x43590ff4,100,4.197,,0.031055557,,5,,
2024-12-16 20:43:35.714725,0x43590ff4,101,4.223,,0.031055557,,5,,
2024-12-16 20:44:35.766924,0x43590ff4,101,4.223,,0.031055557,,5,,
2024-12-16 20:45:35.836717,0x43590ff4,101,4.232,,0.031055557,,5,,
2024-12-16 20:46:35.893649,0x43590ff4,101,4.21,,0.031055557,,5,,
2024-12-16 20:47:35.944897,0x43590ff4,100,4.192,,0.031055557,,5,,
2024-12-16 20:48:35.994774,0x43590ff4,99,4.188,,0.031055557,,5,,
2024-12-16 20:49:36.055021,0x43590ff4,101,4.205,,0.031055557,,5,,
2024-12-16 20:50:36.112265,0x43590ff4,101,4.248,,0.031055557,,5,,
2024-12-16 20:51:36.199815,0x43590ff4,100,4.199,,0.031055557,,5,,
2024-12-16 20:52:36.258570,0x43590ff4,101,4.207,,0.031055557,,5,,
2024-12-16 20:53:36.314875,0x43590ff4,101,4.218,,0.031055557,,5,,
2024-12-16 20:54:36.153633,0x43590ff4,101,4.21,,0.031055557,,5,,
2024-12-16 20:55:36.220717,0x43590ff4,101,4.247,,0.031055557,,5,,
2024-12-16 20:56:36.276070,0x43590ff4,101,4.216,,0.031055557,,5,,
2024-12-16 20:57:36.324525,0x43590ff4,101,4.231,,0.031055557,,5,,
2024-12-16 20:58:36.410915,0x43590ff4,101,4.214,1.19,0.050888892,,5,,
2024-12-16 20:59:36.462020,0x43590ff4,101,4.244,,0.050888892,,5,,
2024-12-16 21:00:36.513408,0x43590ff4,100,4.2,,0.050888892,,5,,
2024-12-16 21:01:36.572494,0x43590ff4,101,4.225,,0.050888892,,5,,
2024-12-16 21:02:36.641271,0x43590ff4,101,4.225,,0.050888892,,5,,
2024-12-16 21:03:36.707983,0x43590ff4,101,4.209,,0.050888892,,5,,
2024-12-16 21:04:36.750269,0x43590ff4,101,4.238,,0.050888892,,5,,
2024-12-16 21:05:36.744509,0x43590ff4,101,4.256,,0.03536111,,5,,5
2024-12-16 21:06:36.852802,0x43590ff4,101,4.229,0.9316667,0.050888892,,5,,
2024-12-16 21:07:36.905650,0x43590ff4,101,4.219,,0.050888892,,5,,
2024-12-16 21:08:36.956074,0x43590ff4,101,4.218,,0.050888892,,5,,
2024-12-16 21:09:37.011185,0x43590ff4,100,4.194,,0.050888892,,5,,
2024-12-16 21:10:37.085382,0x43590ff4,101,4.205,,0.050888892,,5,,
2024-12-16 21:11:37.133476,0x43590ff4,100,4.197,,0.050888892,,5,,
2024-12-16 21:12:37.182577,0x43590ff4,101,4.231,,0.050888892,,5,,
2024-12-16 21:13:37.251192,0x43590ff4,101,4.233,,0.050888892,,5,,
